SLUG,SYMBOL,NAME
 define,DFA, DeFine
 tokenclub,TCT, TokenClub
 rainicorn,RAINI, Rainicorn
 infinitecoin,IFC, Infinitecoin
 callisto-network,CLO, Callisto Network
 bitcoin2,BTC2, Bitcoin 2
 tnc-coin,TNC, TNC Coin
 lossless,LSS, Lossless
 atletico-de-madrid-fan-token,ATM, Atletico De Madrid Fan Token
 lunar,LNR, Lunar
 meta,MTA, mStable Governance Token: Meta (MTA)
 as-roma-fan-token,ASR, AS Roma Fan Token
 probit-token,PROB, ProBit Token
 banano,BAN, Banano
 the-midas-touch-gold,TMTG, The Midas Touch Gold
 woonkly-power,WOOP, Woonkly Power
 project-with,WIKEN, Project WITH
 proximax,XPX, ProximaX
 0chain,ZCN, 0Chain
 xdefi-wallet,XDEFI, XDEFI Wallet
 bullperks,BLP, BullPerks
 meetone,MEETONE, MEET.ONE
 populous,PPT, Populous
 grin,GRIN, Grin
 hackenai,HAI, Hacken Token
 uncx,UNCX, UniCrypt
 hiblocks,HIBS, Hiblocks
 electra-protocol,XEP, Electra Protocol
 switcheo,SWTH, Carbon
 emirex-token,EMRX, Emirex Token
 arianee-protocol,ARIA20, Arianee
 blockchain-brawlers,BRWL, Blockchain Brawlers
 antimatter,MATTER, AntiMatter Governance Token
 newton,NEW, Newton
 reflexer-ungovernance-token,FLX, Reflexer Ungovernance Token
 monero-classic,XMC, Monero Classic
 pendle,PENDLE, Pendle
 observer,OBSR, Observer
 poseidon-network,QQQ, Poseidon Network
 cellframe,CELL, Cellframe
 venus-dai,vDAI, Venus DAI
 dacxi,DACXI, Dacxi
 pivx,PIVX, PIVX
 agoras-tokens,AGRS, Agoras: Currency of Tau
 venus-reward-token,VRT, Venus Reward Token
 aax-token,AAB, AAX Token
 karma-eos,KARMA, KARMA
 openocean,OOE, OpenOcean
 bigone-token,ONE, BigONE Token
 validity,VAL, Validity
 dotmoovs,MOOV, Dotmoovs
 signum,SIGNA, Signum
 raiden-network-token,RDN, Raiden Network Token
 bitball-treasure,BTRS, Bitball Treasure
 pawtocol,UPI, Pawtocol
 dragonchain,DRGN, Dragonchain
 solrise-finance,SLRS, Solrise Finance
 tokenomy,TEN, Tokenomy
 diamond,DMD, Diamond
 hypercash,HC, HyperCash
 xmon,XMON, XMON
 dovu,DOV, Dovu
 zynecoin,ZYN, Zynecoin
 foam,FOAM, FOAM
 arcblock,ABT, Arcblock
 metahash,MHC, #MetaHash
 rubic,RBC, Rubic
 touchcon,TOC, TouchCon
 swash,SWASH, Swash
 cache-gold,CGT, CACHE Gold
 graviton-one,GTON, GTONCapital
 mobilian-coin,MBN, Mobilian Coin
 pac-protocol,PAC, PAC Protocol
 defi-land,DFL, DeFi Land
 blockv,VEE, BLOCKv
 sharetoken,SHR, ShareToken
 town-star,TOWN, Town Star
 strikecoin,STRX, StrikeX
 juventus-fan-token,JUV, Juventus Fan Token
 gamium,GMM, Gamium
 nftrade,NFTD, NFTrade
 epns,PUSH, Ethereum Push Notification Service
 cashaa,CAS, Cashaa
 opulous,OPUL, Opulous
 ilcoin,ILC, ILCOIN
 stablexswap,STAX, StableXSwap
 lithium,LITH, Lithium
 unilend,UFT, UniLend
 exeedme,XED, Exeedme
 atari-token,ATRI, Atari Token
 unfederalreserve,eRSDL, unFederalReserve
 polkamarkets,POLK, Polkamarkets
 mobius,MOBI, Mobius
 insurace,INSUR, InsurAce
 sora,XOR, SORA
 bread,BRD, Bread
 hot-cross,HOTCROSS, Hot Cross
 stem-cell-coin,SCC, STEM CELL COIN
 stakeborg-dao,STANDARD, Stakeborg DAO
 project-seed,SHILL, SHILL Token
 throne,THN, Throne
 unicly-cryptopunks-collection,UPUNK, Unicly CryptoPunks Collection
 wom-protocol,WOM, WOM Protocol
 doge-dash,DOGEDASH, Doge Dash
 baasid,BAAS, BaaSid
 ignis,IGNIS, Ignis
 adora-token,ARA, Adora Token
 gmcoin,GMCOIN, GMCoin
 trustverse,TRV, TrustVerse
 nfty-network,NFTY, NFTY Network
 vesper,VSP, Vesper
 fuse-network,FUSE, Fuse Network
 revv,REVV, REVV
 polkafoundry,PKF, PolkaFoundry
 epik-prime,EPIK, EPIK Prime
 lgcy-network,LGCY, LGCY Network
 hegic,HEGIC, Hegic
 polkamon,PMON, Polychain Monsters
 triumphx,TRIX, TriumphX
 hapi-one,HAPI, HAPI Protocol
 poolz-finance,POOLZ, Poolz Finance
 bitnautic-token,BTNT, BitNautic Token
 tokamak-network,TON, Tokamak Network
 bitcny,BITCNY, bitCNY
 satt,SATT, SaTT
 bao-finance,BAO, Bao Finance
 trabzonspor-fan-token,TRA, Trabzonspor Fan Token
 cardstack,CARD, Cardstack
 benqi,QI, BENQI
 oraichain-token,ORAI, Oraichain
 gate,GATE, GATE
 nav-coin,NAV, Navcoin
 kylin,KYL, Kylin
 valor-token,VALOR, Valor Token
 roobee,ROOBEE, ROOBEE
 phoenix-global-new,PHB, Phoenix Global (new)
 zano,ZANO, Zano
 xaya,CHI, Xaya
 multivac,MTV, MultiVAC
 venus-link,vLINK, Venus LINK
 pchain,PI, Plian
 mogul-productions,STARS, Mogul Productions
 chainge,CHNG, Chainge
 fenerbahce-token,FB, Fenerbahçe Token
 og-fan-token,OG, OG Fan Token
 apm-coin,APM, apM Coin
 geeq,GEEQ, Geeq
 publish,NEWS, PUBLISH
 cwv-chain,CWV, CWV Chain
 gocrypto-token,GOC, GoCrypto Token
 modern-investment-coin,MOBIC, Mobility Coin
 calamari-network,KMA, Calamari Network
 threefold,TFT, ThreeFold
 nebulas-token,NAS, Nebulas
 kunci-coin,KUNCI, Kunci Coin
 starship,STARSHIP, STARSHIP
 hamster,HAM, Hamster
 dsla-protocol,DSLA, DSLA Protocol
 eos-force,EOSC, EOS Force
 mint-club,MINT, Mint Club
 blocery,BLY, Blocery
 vempire-ddao,VEMP, vEmpire DDAO
 atomic-wallet-coin,AWC, Atomic Wallet Coin
 etherisc,DIP, Etherisc DIP Token
 tachyon-protocol,IPX, Tachyon Protocol
 deepspace,DPS, DEEPSPACE
 belt,BELT, Belt Finance
 wicrypt,WNT, Wicrypt
 defi-yield-protocol,DYP, DeFi Yield Protocol
 pornrocket,PORNROCKET, PornRocket
 betu,BETU, BetU
 venus-ltc,vLTC, Venus LTC
 nft-art-finance,NFTART, NFT Art Finance
 swop,SWOP, Swop
 spartan-protocol,SPARTA, Spartan Protocol
 infinity-pad,IPAD, Infinity PAD
 babb,BAX, BABB
 stratos,STOS, Stratos
 dfyn-network,DFYN, Dfyn Network
 dogs-of-elon,DOE, Dogs Of Elon
 unisocks,SOCKS, Unisocks
 saffron-finance,SFI, saffron.finance
 govi,GOVI, Govi
 wabi,WABI, Wabi
 linker-coin,LNC, Linker Coin
 morpheus-labs,MITX, Morpheus Labs
 dhedge-dao,DHT, dHedge DAO
 pangolin,PNG, Pangolin
 particl,PART, Particl
 gpex,GPX, GPEX
 vita-inu,VINU, Vita Inu
 deri-protocol,DERI, Deri Protocol
 minter-network,BIP, Minter Network
 zookeeper,ZOO, ZooKeeper
 aurora,AOA, Aurora
 bitcoin-private,BTCP, Bitcoin Private
 bitcoin-private,BTCP, Bitcoin Private
 lotto,LOTTO, Lotto
 gamecredits,GAME, GameCredits
 prism,PRISM, Prism
 utopia,CRP, Crypton
 cirus-foundation,CIRUS, Cirus Foundation
 modefi,MOD, Modefi
 ubix-network,UBX, UBIX.Network
 now-token,NOW, ChangeNOW Token
 robonomics-network,XRT, Robonomics.network
 levolution,LEVL, Levolution
 decoin,DTEP, DECOIN
 jobchain,JOB, Jobchain
 mcdex,MCB, MCDEX Token
 daps-coin,DAPS, DAPS Coin
 paid-network,PAID, PAID Network
 otocash,OTO, OTOCASH
 all-sports,SOC, All Sports
 bnktothefuture,BFT, BnkToTheFuture
 rio-defi,RFUEL, RioDeFi
 carboncoin,CARBON, Carboncoin
 metagamz,METAG, MetagamZ
 sentivate,SNTVT, Sentivate
 darwinia-network,RING, Darwinia Network
 abyss,ABYSS, Abyss
 nervenetwork,NVT, NerveNetwork
 anchor-neural-world,ANW, Anchor Neural World
 offshift,XFT, Offshift
 milc-platform,MLT, MILC Platform
 mahadao,MAHA, MahaDAO
 nxt,NXT, Nxt
 konomi-network,KONO, Konomi Network
 bhp-coin,BHP, BHPCoin
 mysterium,MYST, Mysterium
 amber,AMB, Ambrosus
 smartkey,SKEY, Skey Network
 swftcoin,SWFTC, SwftCoin
 jupiter,JUP, Jupiter
 footballcoin,XFC, Footballcoin (XFC)
 waves-enterprise,WEST, Waves Enterprise
 valencia-cf-fan-token,VCF, Valencia CF Fan Token
 only1,LIKE, Only1
 deepbrain-chain,DBC, DeepBrain Chain
 spiritswap,SPIRIT, SpiritSwap
 aidos-kuneen,ADK, Aidos Kuneen
 safecoin,SAFE, SafeCoin
 bifrost-bnc,BNC, Bifrost (BNC)
 solchicks-token,CHICKS, SolChicks Token
 ghost,GHOST, Ghost
 safe-haven,SHA, Safe Haven
 polkabridge,PBR, PolkaBridge
 planetwatch,PLANETS, PlanetWatch
 decentral-games-ice,ICE, Decentral Games ICE
 metaverse,ETP, Metaverse ETP
 clearpool,CPOOL, Clearpool
 idena,IDNA, Idena
 tokoin,TOKO, Tokoin
 rotharium,RTH, Rotharium
 trade-race-manager,IOI, IOI Token
 gameswap,GSWAP, Gameswap
 retreeb,TREEB, Retreeb
 florin,XFL, Florin
 iqeon,IQN, IQeon
 dexa-coin,DEXA, DEXA COIN
 smart-mfg,MFG, Smart MFG
 arsenal-fan-token,AFC, Arsenal Fan Token
 lamden,TAU, Lamden
 safex-token,SFT, Safex Token
 sparkpoint,SRK, SparkPoint
 lith-token,LITH, Lith Token
 free-coin,FREE, FREEdom Coin
 neblio,NEBL, Neblio
 spacefalcon,FCON, SpaceFalcon
 suterusu,SUTER, suterusu
 fibos,FO, FIBOS
 dehub,DEHUB, DeHub
 k21,K21, K21
 monsta-infinite,MONI, Monsta Infinite
 signata,SATA, Signata
 solfarm,TULIP, Tulip Protocol
 safe-deal,SFD, SAFE DEAL
 handy,HANDY, Handy
 kromatika,KROM, Kromatika
 colossusxt,COLX, ColossusXT
 vsxp,vSXP, Venus SXP
 global-cryptocurrency,GCC, Global Cryptocurrency
 0xbtc,0xBTC, 0xBitcoin
 achain,ACT, Achain
 digg,DIGG, DIGG
 pundi-x-nem,NPXSXEM, Pundi X NEM
 kalmar,KALM, Kalmar
 onston,ONSTON, ONSTON
 oxygen,OXY, Oxygen
 upbots,UBXT, UpBots
 litecoin-cash,LCC, Litecoin Cash
 boom,BOOM, BOOM
 xend-finance,XEND, Xend Finance
 tenx,PAY, TenX
 tranche-finance,SLICE, Tranche Finance
 axis-token,AXIS, AXIS Token
 opacity,OPCT, Opacity
 vetri,VLD, Vetri
 rocket-vault-rocketx,RVF, RocketX exchange
 venus-dot,vDOT, Venus DOT
 oax,OAX, OAX
 bone-shibaswap,BONE, Bone ShibaSwap
 dentacoin,DCN, Dentacoin
 openworld,OPEN, OpenWorld
 fortknoxster,FKX, FortKnoxster
 shopping,SPI, Shopping
 lua-token,LUA, LuaSwap
 factom,FCT, Factom
 platincoin,PLC, PLATINCOIN
 suncontract,SNC, SunContract
 quadrantprotocol,EQUAD, QuadrantProtocol
 wagerr,WGR, Wagerr
 gamee,GMEE, GAMEE
 my-defi-pet,DPET, My DeFi Pet
 mandox-v2,MANDOX, MandoX V2
 acent,ACE, ACENT
 oxbull-tech,OXB, Oxbull.tech
 viberate,VIB, Viberate
 crustnetwork,CRU, Crust Network
 sincity-token,SIN, Sinverse
 nftb,NFTB, NFTb
 onooks,OOKS, Onooks
 faraland,FARA, FaraLand
 genaro-network,GNX, Genaro Network
 integral,ITGR, Integral
 dexlab,DXL, Dexlab
 decimated,DIO, Decimated
 cumrocket,CUMMIES, CumRocket
 kryptomon,KMON, Kryptomon
 mir-coin,MIR, MIR COIN
 torum,XTM, Torum
 bolt,BOLT, BOLT
 fidex-token,FEX, FidexToken
 rangers-protocol,RPG, Rangers Protocol
 cybermiles,CMT, CyberMiles
 sibcoin,SIB, SIBCoin
 shirtum,SHI, Shirtum
 moeda-loyalty-points,MDA, Moeda Loyalty Points
 ditto,DITTO, Ditto
 safemoon-inu,SMI, SafeMoon Inu
 covesting,COV, Covesting
 idavoll-network,IDV, Idavoll DAO
 plotx,PLOT, PlotX
 mcashchain,MCASH, Mcashchain
 folgory-coin,FLG, Folgory Coin
 niftyx-protocol,SHROOM, Niftyx Protocol
 adapad,ADAPAD, ADAPad
 cleardao,CLH, ClearDAO
 likecoin,LIKE, LikeCoin
 vidya,VIDYA, Vidya
 crabada,CRA, Crabada
 eosdt,EOSDT, EOSDT
 sidus,SIDUS, SIDUS
 metapets,METAPETS, MetaPets
 nanjcoin,NANJ, NANJCOIN
 dogebonk,DOBO, DogeBonk
 primate,PRIMATE, Primate
 ownix,ONX, ownix
 smartmesh,SMT, SmartMesh
 epik-protocol,EPK, EpiK Protocol
 bibox-token,BIX, Bibox Token
 perth-mint-gold-token,PMGT, Perth Mint Gold Token
 bifi,BIFI, BiFi
 zbg-token,ZT, ZBG Token
 labs-group,LABS, LABS Group
 blockchain-monster-hunt,BCMC, Blockchain Monster Hunt
 eminer,EM, Eminer
 trias-token,TRIAS, Trias Token (new)
 monolith,TKN, Monolith
 dafi-protocol,DAFI, DAFI Protocol
 crowns,CWS, Seascape Crowns
 ispolink,ISP, Ispolink
 spheroid-universe,SPH, Spheroid Universe
 elemon,ELMON, Elemon
 artwallet,1ART, OneArt
 hodooi,HOD, HoDooi.com
 ufc-fan-token,UFC, UFC Fan Token
 salt,SALT, SALT
 kommunitas,KOM, Kommunitas
 wownero,WOW, Wownero
 enecuum,ENQ, Enecuum
 muse,MUSE, Muse
 monavale,MONA, Monavale
 lympo,LYM, Lympo
 planet,PLA, PLANET
 vnx,VNXLU, VNX
 breezecoin,BRZE, Breezecoin
 mintme-com-coin,MINTME, MintMe.com Coin
 cryptofranc,XCHF, CryptoFranc
 lambda,LAMB, Lambda
 gunstar-metaverse,GSTS, Gunstar Metaverse
 metrix-coin,MRX, Metrix Coin
 ryoshi-token,RYOSHI, Ryoshi Token
 credits,CS, Credits
 oddz,ODDZ, Oddz
 sonm-bep20,SNM, SONM (BEP-20)
 definer,FIN, DeFiner
 cajutel,CAJ, Cajutel
 growthdefi,GRO, Growth DeFi
 taraxa,TARA, Taraxa
 cbc-network,CBC, CBC.network
 cryptaur,CPT, Cryptaur
 nord-finance,NORD, Nord Finance
 empty-set-dollar,ESD, Empty Set Dollar
 top,TOP, TOP
 big-data-protocol,BDP, Big Data Protocol
 strips-finance,STRP, Strips Finance
 paraswap,PSP, ParaSwap
 pickle-finance,PICKLE, Pickle Finance
 stakecubecoin,SCC, StakeCubeCoin
 omni,OMNI, Omni
 ripio-credit-network,RCN, Ripio Credit Network
 einsteinium,EMC2, Einsteinium
 well-token,WELL, WELL
 evrynet,EVRY, EVRYNET
 project-pai,PAI, Project Pai
 blocknet,BLOCK, Blocknet
 fndz,FNDZ, FNDZ
 massnet,MASS, Massnet
 vabble,VAB, Vabble
 exmo-coin,EXM, EXMO Coin
 internxt,INXT, Internxt
 repo,REPO, REPO
 gridcoin,GRC, Gridcoin
 bitcoin-atom,BCA, Bitcoin Atom
 olyseum,OLY, Olyseum
 goztepe-sk-fantoken,GOZ, Göztepe S.K. Fan Token
 locgame,LOCG, LOCGame
 swingby,SWINGBY, Swingby
 skycoin,SKY, Skycoin
 duckdaodime,DDIM, DuckDaoDime
 isiklar-coin,ISIKC, Isiklar Coin
 landshare,LAND, Landshare
 vestchain,VEST, VestChain
 gulden,NLG, Gulden
 genre,GENRE, GENRE
 1world,1WO, 1World
 equalizer,EQZ, Equalizer
 revomon,REVO, Revomon
 kccpad,KCCPAD, KCCPAD
 gamb,GMB, GAMB
 yam,YAM, YAM V3
 basid-coin,BASID, Basid Coin
 yusra,YUSRA, YUSRA
 transfercoin,TX, TransferCoin
 attila,ATT, Attila
 gamezone,GZONE, GameZone
 conceal,CCX, Conceal
 tokenplace,TOK, Tokenplace
 ferrum-network,FRM, Ferrum Network
 truefeedback,TFBX, TrueFeedBack
 exnetwork-token,EXNT, ExNetwork Token
 42-coin,42, 42-coin
 evidenz,BCDT, EvidenZ
 truechain,TRUE, TrueChain
 sonar,PING, Sonar
 putincoin,PUT, PUTinCoin
 public-mint,MINT, Public Mint
 degenerator-meme,MEME, Degenerator Meme
 revolve-games,RPG, Revolve Games
 ally,ALY, ALLY
 ardcoin,ARDX, ArdCoin
 the-husl,HUSL, The HUSL
 arcona,ARCONA, Arcona
 matrix-ai-network,MAN, Matrix AI Network
 vibe,VIBE, VIBE
 realfevr,FEVR, RealFevr
 tarot,TAROT, Tarot
 veridocglobal,VDG, VeriDocGlobal
 bitcoinz,BTCZ, BitcoinZ
 bbs-network,BBS, BBS Network
 ubiq,UBQ, Ubiq
 billionhappiness,BHC, BillionHappiness
 zusd,ZUSD, ZUSD
 julswap,JULD, JulSwap
 daex,DAX, DAEX
 tiger-king-coin,TKING, Tiger King Coin
 virtue-poker,VPP, Virtue Poker
 juggernaut,JGN, Juggernaut
 bitgesell,BGL, Bitgesell
 hord,HORD, Hord
 kuai-token,KT, Kuai Token
 nabox,NABOX, Nabox
 sakura,SKU, Sakura
 btu-protocol,BTU, BTU Protocol
 dify-finance,YFIII, DiFy.Finance
 umbrella-network,UMB, Umbrella Network
 integritee-network,TEER, Integritee Network
 quickx-protocol,QCX, QuickX Protocol
 xhashtag,XTAG, xHashtag DAO
 unbound,UNB, Unbound
 digital-fitness,DEFIT, Digital Fitness
 kambria,KAT, Kambria
 ruff,RUFF, Ruff
 pacoca,PACOCA, Pacoca
 vinchain,VIN, VINchain
 euno,EUNO, EUNO
 bitcore,BTX, BitCore
 green-ben,EBEN, Green Ben
 cybervein,CVT, CyberVein
 the-champcoin,TCC, The ChampCoin
 idle,IDLE, Idle
 webdollar,WEBD, WebDollar
 88mph,MPH, 88mph
 portion,PRT, Portion
 fear-nfts,FEAR, Fear
 high-performance-blockchain,HPB, High Performance Blockchain
 feathercoin,FTC, Feathercoin
 kicktoken,KICK, KickToken
 databroker,DTX, Databroker
 amlt,AMLT, AMLT
 binamon,BMON, Binamon
 deeponion,ONION, DeepOnion
 hashsbx,HBX, HashBX
 moneytoken,IMT, Moneytoken
 yummy,YUMMY, YUMMY
 impossible-finance,IF, Impossible Finance
 effect-ai,EFX, Effect Network
 vidy,VIDY, VIDY
 refinable,FINE, Refinable
 tent,TENT, TENT
 cloakcoin,CLOAK, CloakCoin
 kaby-arena,KABY, Kaby Arena
 thorstarter,XRUNE, Thorstarter
 monk,MONK, MONK
 edgeless,EDG, Edgeless
 zeroswap,ZEE, ZeroSwap
 beyond-protocol,BP, Beyond Protocol
 safex-cash,SFX, Safex Cash
 garlicoin,GRLC, Garlicoin
 cryptoblades,SKILL, CryptoBlades
 loser-coin,LOWB, Loser Coin
 ghostprism,GHOST, GHOSTPRISM
 metaverse-dualchain-network-architecture,DNA, Metaverse Dualchain Network Architecture
 doggy,DOGGY, DOGGY
 viacoin,VIA, Viacoin
 trueflip,TFL, TFL.io
 hedget,HGET, Hedget
 synthetify,SNY, Synthetify
 ime-lab,LIME, iMe Lab
 senate,SENATE, SENATE
 roco-finance,ROCO, ROCO FINANCE
 newyorkcoin,NYC, NewYorkCoin
 brokoli-network,BRKL, Brokoli Network
 qlink,QLC, QLC Chain
 razor-network,RAZOR, Razor Network
 unitrade,TRADE, Unitrade
 don-key,DON, Don-key
 ethpad,ETHPAD, ETHPad
 convergence,CONV, Convergence
 unilayer,LAYER, UniLayer
 masq,MASQ, MASQ
 dimecoin,DIME, Dimecoin
 bird-money,BIRD, Bird.Money
 gleec,GLEEC, Gleec
 kattana,KTN, Kattana
 egretia,EGT, Egretia
 lightning-bitcoin,LBTC, Lightning Bitcoin
 tokpie,TKP, TOKPIE
 armor,ARMOR, ARMOR
 origin-sport,ORS, Origin Sport
 linkeye,LET, LinkEye
 oin-finance,OIN, OIN Finance
 troneuroperewardcoin,TERC, TronEuropeRewardCoin
 medacoin,MEDA, Medacoin
 peps-coin,PEPS, PEPS Coin
 hyve,HYVE, Hyve
 argentinefootballassociationfantoken,ARG, Argentine Football Association Fan Token
 primecoin,XPM, Primecoin
 sonocoin,SONO, SonoCoin
 easyfi,EZ, EasyFi
 soldex,SOLX, Soldex
 hydro-protocol,HOT, Hydro Protocol
 hiveterminal-token,HVN, Hiveterminal Token
 lanceria,LANC, Lanceria
 cindicator,CND, Cindicator
 vexanium,VEX, Vexanium
 reward-hunters-token,RHT, Reward Hunters Token
 graviocoin,GIO, Graviocoin
 king-shiba,KINGSHIB, King Shiba
 bridge-mutual,BMI, Bridge Mutual
 jigstack,STAK, Jigstack
 powercoin,PWR, PWR Coin
 spacechain,SPC, SpaceChain
 int-chain,INT, INT
 botto,BOTTO, Botto
 axpr-token,AXPR, AXPR
 potcoin,POT, PotCoin
 smartcredit-token,SMARTCREDIT, SmartCredit Token
 strong,STRONG, Strong
 paribus,PBX, Paribus
 tycoon,TYC, Tycoon
 libra-credit,LBA, Cred
 unido,UDO, Unido EP
 doc-com,MTC, DOC.COM
 cryptonovae,YAE, Cryptonovae
 herocoin,PLAY, HEROcoin
 woof,WOOF, WOOF
 gather,GTH, Gather
 pillar,PLR, Pillar
 patron,PAT, Patron
 insights-network,INSTAR, Insights Network
 iconic-token,ICNQ, Iconic Token
 octofi,OCTO, OctoFi
 yop,YOP, Yield Optimization Platform & Protocol
 azbit,AZ, Azbit
 bollycoin,BOLLY, BollyCoin
 1-up,1-UP, 1-UP Platform
 bankerdoge,BANKER, BankerDoge
 you-coin,YOU, YOU COIN
 project-txa,TXA, Project TXA
 nucleus-vision,NCash, Nitro Network
 bondly,BONDLY, Forj(Bondly)
 amepay,AME, AME Chain
 unslashed-finance,USF, Unslashed Finance
 quark,QRK, Quark
 monetha,MTH, Monetha
 micropets,PETS, MicroPets
 gny,GNY, GNY
 chesscoin,CHESS, ChessCoin
 nft-index,NFTI, NFT Index
 zap,ZAP, Zap
 x-cash,XCASH, X-CASH
 q-dao-governance-token,QDAO, Q DAO Governance token v1.0
 polker,PKR, Polker
 dogey-inu,DINU, Dogey-Inu
 yflink,YFL, YF Link
 max-exchange-token,MAX, MAX Exchange Token
 crust-shadow,CSM, Crust Shadow
 xy-finance,XY, XY Finance
 e-gulden,EFL, e-Gulden
 kalao,KLO, Kalao
 stakenet,XSN, Stakenet
 furucombo,COMBO, Furucombo
 portugal-national-team-fan-token,POR, Portugal National Team Fan Token
 bitspawn-protocol,SPWN, Bitspawn
 cyclone-protocol,CYC, Cyclone Protocol
 lendingblock,LND, Lendingblock
 sync-network,SYNC, SYNC Network
 sarcophagus,SARCO, Sarcophagus
 blackcoin,BLK, BlackCoin
 blank-wallet,BLANK, BlockWallet
 ig-gold,IGG, IG Gold
 vision-game,VISION, VisionGame
 the-crypto-prophecies,TCP, The Crypto Prophecies
 fujicoin,FJC, FujiCoin
 unistake,UNISTAKE, Unistake
 aichain,AIT, AICHAIN
 stream-protocol,STPL, Stream Protocol
 leeds-united-fan-token,LUFC, Leeds United Fan Token
 mist,MIST, Mist
 wowswap,WOW, WOWswap
 xaurum,XAUR, Xaurum
 topbidder,BID, TopBidder
 famcentral,FAM, Famcentral
 buying-com,BUY, Buying.com
 dmm-governance,DMG, DMM: Governance
 cutcoin,CUT, CUTcoin
 memetic,MEME, Memetic / PepeCoin
 cpchain,CPC, CPChain
 oduwa,OWC, Oduwacoin
 cryptocean,CRON, Cryptocean
 wagyuswap,WAG, WagyuSwap
 parkingo,GOT, ParkinGo
 step,STEP, STEP
 emercoin,EMC, Emercoin
 chronicle,XNL, Chronicle
 kira-network,KEX, Kira Network
 bean-cash,BITB, Bean Cash
 smartcash,SMART, SmartCash
 bismuth,BIS, Bismuth
 props,PROPS, Props Token
 bobs-repair,BOB, Bob's Repair
 digix-gold-token,DGX, Digix Gold Token
 fairgame,FAIR, FairGame
 1irstcoin,FST, 1irstcoin
 decentr,DEC, Decentr
 bitball,BTB, BitBall
 honest,HNST, Honest
 binemon,BIN, Binemon
 dinox,DNXC, DinoX
 disbalancer,DDOS, disBalancer
 peri-finance,PERI, PERI Finance
 wepower,WPR, WePower
 anrkey-x,$ANRX, AnRKey X
 shopx-token,SHOPX, SHOPX
 vig,VIG, VIG
 yieldwatch,WATCH, yieldwatch
 wall-street-games,WSG, Wall Street Games
 astroswap,ASTRO, AstroSwap
 burency,BUY, Burency
 pawthereum,PAWTH, Pawthereum
 nextdao,NAX, NextDAO
 amond,AMON, AmonD
 curate,XCUR, Curate
 ryo-currency,RYO, Ryo Currency
 experience-chain,XPC, eXPerience Chain
 duck-dao,DUCK, Duck DAO (DLP Duck Token)
 horizon-protocol,HZN, Horizon Protocol
 swerve,SWRV, Swerve
 eden-network,EDEN, Eden
 ycash,YEC, Ycash
 humaniq,HMQ, Humaniq
 cyberfi,CFi, CyberFi Token
 blockzerolabs,XIO, Blockzero Labs
 life-crypto,LIFE, Life Crypto
 phoenixcoin,PXC, Phoenixcoin
 playfuel,PLF, PlayFuel
 blockbank,BBANK, blockbank
 clintex-cti,CTI, ClinTex CTi
 flamengo-fan-token,MENGO, Flamengo Fan Token
 linka,LINKA, LINKA
 ubxs,UBXS, UBXS Token
 piedao-dough-v2,DOUGH, PieDAO DOUGH v2
 tixl-new,TXL, Autobahn Network
 sumokoin,SUMO, Sumokoin
 carvertical,CV, carVertical
 istanbul-basaksehir-fan-token,IBFK, İstanbul Başakşehir Fan Token
 hakka-finance,HAKKA, Hakka.Finance
 apix,APIX, APIX
 tower-token,TOWER, TOWER
 coinmerge-bsc-token,CMERGE, CoinMerge (BEP-20)
 pumapay,PMA, PumaPay
 snetwork,SNET, Snetwork
 unicly-mystic-axies-collection,UAXIE, Unicly Mystic Axies Collection
 polytrade,TRADE, Polytrade
 iot-chain,ITC, IoT Chain
 hyprr,UDOO, Hyprr
 paypie,PPP, PayPie
 coinmerge,CMERGE, CoinMerge (ERC-20)
 plasma-finance,PPAY, Plasma Finance
 plantvsundead,PVU, Plant Vs Undead
 exrnchain,EXRN, EXRNchain
 prosper,PROS, Prosper
 monero-v,XMV, MoneroV 
 cornichon,CORN, Cornichon
 tadpole-finance,TAD, Tadpole Finance
 sirin-labs-token,SRN, SIRIN LABS Token
 dose,DOSE, DOSE
 xensor,XSR, Xensor
 launchblock,LBP, Launchblock.com
 powertrade-fuel,PTF, PowerTrade Fuel
 caspian,CSP, Caspian
 aeon,AEON, Aeon
 sc-corinthians-fan-token,SCCP, S.C. Corinthians Fan Token
 silva-token,SILVA, Silva Token
 we-own,CHX, WeOwn
 atromg8,AG8, AtromG8
 drife,DRF, DRIFE
 standard-protocol,STND, Standard Protocol
 krypton-dao,KRD, Krypton DAO
 swarm-markets,SMT, Swarm Markets
 kiwigo,KGO, KIWIGO
 opium,OPIUM, Opium
 fydcoin,FYD, FYDcoin
 zloadr,ZDR, Zloadr
 chads-vc,CHADS, CHADS VC
 raze-network,RAZE, Raze Network
 uca-coin,UCA, UCA Coin
 typerium,TYPE, Typerium
 hollygold,HGOLD, HollyGold
 bloomtoken,BLT, Bloom
 bitswift,BITS, Bitswift
 global-social-chain,GSC, Global Social Chain
